 initial abundance for selected isotopes
 3469   0.00000E+00  TB158
 3470   0.00000E+00  TB159
 3471   0.00000E+00  TB160
 3472   0.00000E+00  TB161
 3473   0.00000E+00  TB162
 3474   0.00000E+00  TB163
 3475   0.00000E+00  TB164
 3476   0.00000E+00  TB165
 3477   0.00000E+00  TB166
 3478   0.00000E+00  TB167
 3479   0.00000E+00  TB168
 3480   0.00000E+00  TB169
 3481   0.00000E+00  TB170
 3482   0.00000E+00  TB171
 3483   0.00000E+00  TB172
 3484   0.00000E+00  TB173
 3485   0.00000E+00  TB174
 3486   0.00000E+00  TB175
 3487   0.00000E+00  TB176
 3488   0.00000E+00  TB177
 3489   0.00000E+00  TB178
 3490   0.00000E+00  TB179
 3491   0.00000E+00  TB180
 3492   0.00000E+00  TB181
 3493   0.00000E+00  TB182
 3494   0.00000E+00  TB183
 3495   0.00000E+00  TB184
 3496   0.00000E+00  TB185
 3497   0.00000E+00  TB186
 3498   0.00000E+00  TB187
 3499   0.00000E+00  TB188
 3500   0.00000E+00  TB189
 3501   0.00000E+00  TB190
 3502   0.00000E+00  TB191
 3503   0.00000E+00  TB192
 3504   0.00000E+00  TB193
 3505   0.00000E+00  TB194
 3506   0.00000E+00  TB195
 3507   0.00000E+00  TB196
 3508   0.00000E+00  TB197
 3509   0.00000E+00  TB198
 3510   0.00000E+00  TB199
 3511   0.00000E+00  TB200
 3512   0.00000E+00  TB201
 3513   0.00000E+00  TB202
 3514   0.00000E+00  TB203
 3515   0.00000E+00  TB204
 3516   0.00000E+00  TB205
 3517   0.00000E+00  TB206
 3518   0.00000E+00  TB207
 3519   0.00000E+00  TB208
 3520   0.00000E+00  TB209
 3521   0.00000E+00  TB210
 3522   0.00000E+00  TB211
 3523   0.00000E+00  TB212
 3524   0.00000E+00  TB213
 3525   0.00000E+00  TB214
 3526   0.00000E+00  TB215
 3527   0.00000E+00  TB216
 3528   0.00000E+00  TB217
 3529   0.00000E+00  TB218
 3530   0.00000E+00  DY133
 3531   0.00000E+00  DY134
 3532   0.00000E+00  DY135
 3533   0.00000E+00  DY136
 3534   0.00000E+00  DY137
 3535   0.00000E+00  DY138
 3536   0.00000E+00  DY139
 3537   0.00000E+00  DY140
 3538   0.00000E+00  DY141
 3539   0.00000E+00  DY142
 3540   0.00000E+00  DY143
 3541   0.00000E+00  DY144
 3542   0.00000E+00  DY145
 3543   0.00000E+00  DY146
 3544   0.00000E+00  DY147
 3545   0.00000E+00  DY148
 3546   0.00000E+00  DY149
 3547   0.00000E+00  DY150
 3548   0.00000E+00  DY151
 3549   0.00000E+00  DY152
 3550   0.00000E+00  DY153
 3551   0.00000E+00  DY154
 3552   0.00000E+00  DY155
 3553   0.00000E+00  DY156
 3554   0.00000E+00  DY157
 3555   0.00000E+00  DY158
 3556   0.00000E+00  DY159
 3557   0.00000E+00  DY160
 3558   0.00000E+00  DY161
 3559   0.00000E+00  DY162
 3560   0.00000E+00  DY163
 3561   0.00000E+00  DY164
 3562   0.00000E+00  DY165
 3563   0.00000E+00  DY166
 3564   0.00000E+00  DY167
 3565   0.00000E+00  DY168
 3566   0.00000E+00  DY169
 3567   0.00000E+00  DY170
 3568   0.00000E+00  DY171
 3569   0.00000E+00  DY172
 3570   0.00000E+00  DY173
 3571   0.00000E+00  DY174
 3572   0.00000E+00  DY175
 3573   0.00000E+00  DY176
 3574   0.00000E+00  DY177
 3575   0.00000E+00  DY178
 3576   0.00000E+00  DY179
 3577   0.00000E+00  DY180
 3578   0.00000E+00  DY181
 3579   0.00000E+00  DY182
 3580   0.00000E+00  DY183
 3581   0.00000E+00  DY184
 3582   0.00000E+00  DY185
 3583   0.00000E+00  DY186
 3584   0.00000E+00  DY187
 3585   0.00000E+00  DY188
 3586   0.00000E+00  DY189
 3587   0.00000E+00  DY190
 3588   0.00000E+00  DY191
 3589   0.00000E+00  DY192
 3590   0.00000E+00  DY193
 3591   0.00000E+00  DY194
 3592   0.00000E+00  DY195
 3593   0.00000E+00  DY196
 3594   0.00000E+00  DY197
 3595   0.00000E+00  DY198
 3596   0.00000E+00  DY199
 3597   0.00000E+00  DY200
 3598   0.00000E+00  DY201
 3599   0.00000E+00  DY202
 3600   0.00000E+00  DY203
 3601   0.00000E+00  DY204
 3602   0.00000E+00  DY205
 3603   0.00000E+00  DY206
 3604   0.00000E+00  DY207
 3605   0.00000E+00  DY208
 3606   0.00000E+00  DY209
 3607   0.00000E+00  DY210
 3608   0.00000E+00  DY211
 3609   0.00000E+00  DY212
 3610   0.00000E+00  DY213
 3611   0.00000E+00  DY214
 3612   0.00000E+00  DY215
 3613   0.00000E+00  DY216
 3614   0.00000E+00  DY217
 3615   0.00000E+00  DY218
 3616   0.00000E+00  DY219
 3617   0.00000E+00  DY220
 3618   0.00000E+00  DY221
 3619   0.00000E+00  HO136
 3620   0.00000E+00  HO137
 3621   0.00000E+00  HO138
 3622   0.00000E+00  HO139
 3623   0.00000E+00  HO140
 3624   0.00000E+00  HO141
 3625   0.00000E+00  HO142
 3626   0.00000E+00  HO143
 3627   0.00000E+00  HO144
 3628   0.00000E+00  HO145
 3629   0.00000E+00  HO146
 3630   0.00000E+00  HO147
 3631   0.00000E+00  HO148
 3632   0.00000E+00  HO149
 3633   0.00000E+00  HO150
 3634   0.00000E+00  HO151
 3635   0.00000E+00  HO152
 3636   0.00000E+00  HO153
 3637   0.00000E+00  HO154
 3638   0.00000E+00  HO155
 3639   0.00000E+00  HO156
 3640   0.00000E+00  HO157
 3641   0.00000E+00  HO158
 3642   0.00000E+00  HO159
 3643   0.00000E+00  HO160
 3644   0.00000E+00  HO161
 3645   0.00000E+00  HO162
 3646   0.00000E+00  HO163
 3647   0.00000E+00  HO164
 3648   0.00000E+00  HO165
 3649   0.00000E+00  HO166
 3650   0.00000E+00  HO167
 3651   0.00000E+00  HO168
 3652   0.00000E+00  HO169
 3653   0.00000E+00  HO170
 3654   0.00000E+00  HO171
 3655   0.00000E+00  HO172
 3656   0.00000E+00  HO173
 3657   0.00000E+00  HO174
 3658   0.00000E+00  HO175
 3659   0.00000E+00  HO176
 3660   0.00000E+00  HO177
 3661   0.00000E+00  HO178
 3662   0.00000E+00  HO179
 3663   0.00000E+00  HO180
 3664   0.00000E+00  HO181
 3665   0.00000E+00  HO182
 3666   0.00000E+00  HO183
 3667   0.00000E+00  HO184
 3668   0.00000E+00  HO185
 3669   0.00000E+00  HO186
 3670   0.00000E+00  HO187
 3671   0.00000E+00  HO188
 3672   0.00000E+00  HO189
 3673   0.00000E+00  HO190
 3674   0.00000E+00  HO191
 3675   0.00000E+00  HO192
 3676   0.00000E+00  HO193
 3677   0.00000E+00  HO194
 3678   0.00000E+00  HO195
 3679   0.00000E+00  HO196
 3680   0.00000E+00  HO197
 3681   0.00000E+00  HO198
 3682   0.00000E+00  HO199
 3683   0.00000E+00  HO200
 3684   0.00000E+00  HO201
 3685   0.00000E+00  HO202
 3686   0.00000E+00  HO203
 3687   0.00000E+00  HO204
 3688   0.00000E+00  HO205
 3689   0.00000E+00  HO206
 3690   0.00000E+00  HO207
 3691   0.00000E+00  HO208
 3692   0.00000E+00  HO209
 3693   0.00000E+00  HO210
 3694   0.00000E+00  HO211
 3695   0.00000E+00  HO212
 3696   0.00000E+00  HO213
 3697   0.00000E+00  HO214
 3698   0.00000E+00  HO215
 3699   0.00000E+00  HO216
 3700   0.00000E+00  HO217
 3701   0.00000E+00  HO218
 3702   0.00000E+00  HO219
 3703   0.00000E+00  HO220
 3704   0.00000E+00  HO221
 3705   0.00000E+00  HO222
 3706   0.00000E+00  HO223
 3707   0.00000E+00  HO224
 3708   0.00000E+00  ER138
 3709   0.00000E+00  ER139
 3710   0.00000E+00  ER140
 3711   0.00000E+00  ER141
 3712   0.00000E+00  ER142
 3713   0.00000E+00  ER143
 3714   0.00000E+00  ER144
 3715   0.00000E+00  ER145
 3716   0.00000E+00  ER146
 3717   0.00000E+00  ER147
 3718   0.00000E+00  ER148
 3719   0.00000E+00  ER149
 3720   0.00000E+00  ER150
 3721   0.00000E+00  ER151
 3722   0.00000E+00  ER152
 3723   0.00000E+00  ER153
 3724   0.00000E+00  ER154
 3725   0.00000E+00  ER155
 3726   0.00000E+00  ER156
 3727   0.00000E+00  ER157
 3728   0.00000E+00  ER158
 3729   0.00000E+00  ER159
 3730   0.00000E+00  ER160
 3731   0.00000E+00  ER161
 3732   0.00000E+00  ER162
 3733   0.00000E+00  ER163
 3734   0.00000E+00  ER164
 3735   0.00000E+00  ER165
 3736   0.00000E+00  ER166
 3737   0.00000E+00  ER167
 3738   0.00000E+00  ER168
 3739   0.00000E+00  ER169
 3740   0.00000E+00  ER170
 3741   0.00000E+00  ER171
 3742   0.00000E+00  ER172
 3743   0.00000E+00  ER173
 3744   0.00000E+00  ER174
 3745   0.00000E+00  ER175
 3746   0.00000E+00  ER176
 3747   0.00000E+00  ER177
 3748   0.00000E+00  ER178
 3749   0.00000E+00  ER179
 3750   0.00000E+00  ER180
 3751   0.00000E+00  ER181
 3752   0.00000E+00  ER182
 3753   0.00000E+00  ER183
 3754   0.00000E+00  ER184
 3755   0.00000E+00  ER185
 3756   0.00000E+00  ER186
 3757   0.00000E+00  ER187
 3758   0.00000E+00  ER188
 3759   0.00000E+00  ER189
 3760   0.00000E+00  ER190
 3761   0.00000E+00  ER191
 3762   0.00000E+00  ER192
 3763   0.00000E+00  ER193
 3764   0.00000E+00  ER194
 3765   0.00000E+00  ER195
 3766   0.00000E+00  ER196
 3767   0.00000E+00  ER197
 3768   0.00000E+00  ER198
 3769   0.00000E+00  ER199
 3770   0.00000E+00  ER200
 3771   0.00000E+00  ER201
 3772   0.00000E+00  ER202
 3773   0.00000E+00  ER203
 3774   0.00000E+00  ER204
 3775   0.00000E+00  ER205
 3776   0.00000E+00  ER206
 3777   0.00000E+00  ER207
 3778   0.00000E+00  ER208
 3779   0.00000E+00  ER209
 3780   0.00000E+00  ER210
 3781   0.00000E+00  ER211
 3782   0.00000E+00  ER212
 3783   0.00000E+00  ER213
 3784   0.00000E+00  ER214
 3785   0.00000E+00  ER215
 3786   0.00000E+00  ER216
 3787   0.00000E+00  ER217
 3788   0.00000E+00  ER218
 3789   0.00000E+00  ER219
 3790   0.00000E+00  ER220
 3791   0.00000E+00  ER221
 3792   0.00000E+00  ER222
 3793   0.00000E+00  ER223
 3794   0.00000E+00  ER224
 3795   0.00000E+00  ER225
 3796   0.00000E+00  ER226
 3797   0.00000E+00  ER227
 3798   0.00000E+00  TM141
 3799   0.00000E+00  TM142
 3800   0.00000E+00  TM143
 3801   0.00000E+00  TM144
 3802   0.00000E+00  TM145
 3803   0.00000E+00  TM146
 3804   0.00000E+00  TM147
 3805   0.00000E+00  TM148
 3806   0.00000E+00  TM149
 3807   0.00000E+00  TM150
 3808   0.00000E+00  TM151
 3809   0.00000E+00  TM152
 3810   0.00000E+00  TM153
 3811   0.00000E+00  TM154
 3812   0.00000E+00  TM155
 3813   0.00000E+00  TM156
 3814   0.00000E+00  TM157
 3815   0.00000E+00  TM158
 3816   0.00000E+00  TM159
 3817   0.00000E+00  TM160
 3818   0.00000E+00  TM161
 3819   0.00000E+00  TM162
 3820   0.00000E+00  TM163
 3821   0.00000E+00  TM164
 3822   0.00000E+00  TM165
 3823   0.00000E+00  TM166
 3824   0.00000E+00  TM167
 3825   0.00000E+00  TM168
 3826   0.00000E+00  TM169
 3827   0.00000E+00  TM170
 3828   0.00000E+00  TM171
 3829   0.00000E+00  TM172
 3830   0.00000E+00  TM173
 3831   0.00000E+00  TM174
 3832   0.00000E+00  TM175
 3833   0.00000E+00  TM176
 3834   0.00000E+00  TM177
 3835   0.00000E+00  TM178
 3836   0.00000E+00  TM179
 3837   0.00000E+00  TM180
 3838   0.00000E+00  TM181
 3839   0.00000E+00  TM182
 3840   0.00000E+00  TM183
 3841   0.00000E+00  TM184
 3842   0.00000E+00  TM185
 3843   0.00000E+00  TM186
 3844   0.00000E+00  TM187
 3845   0.00000E+00  TM188
 3846   0.00000E+00  TM189
 3847   0.00000E+00  TM190
 3848   0.00000E+00  TM191
 3849   0.00000E+00  TM192
 3850   0.00000E+00  TM193
 3851   0.00000E+00  TM194
 3852   0.00000E+00  TM195
 3853   0.00000E+00  TM196
 3854   0.00000E+00  TM197
 3855   0.00000E+00  TM198
 3856   0.00000E+00  TM199
 3857   0.00000E+00  TM200
 3858   0.00000E+00  TM201
 3859   0.00000E+00  TM202
 3860   0.00000E+00  TM203
 3861   0.00000E+00  TM204
 3862   0.00000E+00  TM205
 3863   0.00000E+00  TM206
 3864   0.00000E+00  TM207
 3865   0.00000E+00  TM208
 3866   0.00000E+00  TM209
 3867   0.00000E+00  TM210
 3868   0.00000E+00  TM211
 3869   0.00000E+00  TM212
 3870   0.00000E+00  TM213
 3871   0.00000E+00  TM214
 3872   0.00000E+00  TM215
 3873   0.00000E+00  TM216
 3874   0.00000E+00  TM217
 3875   0.00000E+00  TM218
 3876   0.00000E+00  TM219
 3877   0.00000E+00  TM220
 3878   0.00000E+00  TM221
 3879   0.00000E+00  TM222
 3880   0.00000E+00  TM223
 3881   0.00000E+00  TM224
 3882   0.00000E+00  TM225
 3883   0.00000E+00  TM226
 3884   0.00000E+00  TM227
 3885   0.00000E+00  TM228
 3886   0.00000E+00  TM229
 3887   0.00000E+00  TM230
 3888   0.00000E+00  YB143
 3889   0.00000E+00  YB144
 3890   0.00000E+00  YB145
 3891   0.00000E+00  YB146
 3892   0.00000E+00  YB147
 3893   0.00000E+00  YB148
 3894   0.00000E+00  YB149
 3895   0.00000E+00  YB150
 3896   0.00000E+00  YB151
 3897   0.00000E+00  YB152
 3898   0.00000E+00  YB153
 3899   0.00000E+00  YB154
 3900   0.00000E+00  YB155
 3901   0.00000E+00  YB156
 3902   0.00000E+00  YB157
 3903   0.00000E+00  YB158
 3904   0.00000E+00  YB159
 3905   0.00000E+00  YB160
 3906   0.00000E+00  YB161
 3907   0.00000E+00  YB162
 3908   0.00000E+00  YB163
 3909   0.00000E+00  YB164
 3910   0.00000E+00  YB165
 3911   0.00000E+00  YB166
 3912   0.00000E+00  YB167
 3913   0.00000E+00  YB168
 3914   0.00000E+00  YB169
 3915   0.00000E+00  YB170
 3916   0.00000E+00  YB171
 3917   0.00000E+00  YB172
 3918   0.00000E+00  YB173
 3919   0.00000E+00  YB174
 3920   0.00000E+00  YB175
 3921   0.00000E+00  YB176
 3922   0.00000E+00  YB177
 3923   0.00000E+00  YB178
 3924   0.00000E+00  YB179
 3925   0.00000E+00  YB180
 3926   0.00000E+00  YB181
 3927   0.00000E+00  YB182
 3928   0.00000E+00  YB183
 3929   0.00000E+00  YB184
 3930   0.00000E+00  YB185
 3931   0.00000E+00  YB186
 3932   0.00000E+00  YB187
 3933   0.00000E+00  YB188
 3934   0.00000E+00  YB189
 3935   0.00000E+00  YB190
 3936   0.00000E+00  YB191
 3937   0.00000E+00  YB192
 3938   0.00000E+00  YB193
 3939   0.00000E+00  YB194
 3940   0.00000E+00  YB195
 3941   0.00000E+00  YB196
 3942   0.00000E+00  YB197
 3943   0.00000E+00  YB198
 3944   0.00000E+00  YB199
 3945   0.00000E+00  YB200
 3946   0.00000E+00  YB201
 3947   0.00000E+00  YB202
 3948   0.00000E+00  YB203
 3949   0.00000E+00  YB204
 3950   0.00000E+00  YB205
 3951   0.00000E+00  YB206
 3952   0.00000E+00  YB207
 3953   0.00000E+00  YB208
 3954   0.00000E+00  YB209
 3955   0.00000E+00  YB210
 3956   0.00000E+00  YB211
 3957   0.00000E+00  YB212
 3958   0.00000E+00  YB213
 3959   0.00000E+00  YB214
 3960   0.00000E+00  YB215
 3961   0.00000E+00  YB216
 3962   0.00000E+00  YB217
 3963   0.00000E+00  YB218
 3964   0.00000E+00  YB219
 3965   0.00000E+00  YB220
 3966   0.00000E+00  YB221
 3967   0.00000E+00  YB222
 3968   0.00000E+00  YB223
 3969   0.00000E+00  YB224
 3970   0.00000E+00  YB225
 3971   0.00000E+00  YB226
 3972   0.00000E+00  YB227
 3973   0.00000E+00  YB228
 3974   0.00000E+00  YB229
 3975   0.00000E+00  YB230
 3976   0.00000E+00  YB231
 3977   0.00000E+00  YB232
 3978   0.00000E+00  YB233
 3979   0.00000E+00  YB234
 3980   0.00000E+00  LU146
 3981   0.00000E+00  LU147
 3982   0.00000E+00  LU148
 3983   0.00000E+00  LU149
 3984   0.00000E+00  LU150
 3985   0.00000E+00  LU151
 3986   0.00000E+00  LU152
 3987   0.00000E+00  LU153
 3988   0.00000E+00  LU154
 3989   0.00000E+00  LU155
 3990   0.00000E+00  LU156
 3991   0.00000E+00  LU157
 3992   0.00000E+00  LU158
 3993   0.00000E+00  LU159
 3994   0.00000E+00  LU160
 3995   0.00000E+00  LU161
 3996   0.00000E+00  LU162
 3997   0.00000E+00  LU163
 3998   0.00000E+00  LU164
 3999   0.00000E+00  LU165
 4000   0.00000E+00  LU166
 4001   0.00000E+00  LU167
 4002   0.00000E+00  LU168
 4003   0.00000E+00  LU169
 4004   0.00000E+00  LU170
 4005   0.00000E+00  LU171
 4006   0.00000E+00  LU172
 4007   0.00000E+00  LU173
 4008   0.00000E+00  LU174
 4009   0.00000E+00  LU175
 4010   0.00000E+00  LU176
 4011   0.00000E+00  LU177
 4012   0.00000E+00  LU178
 4013   0.00000E+00  LU179
 4014   0.00000E+00  LU180
 4015   0.00000E+00  LU181
 4016   0.00000E+00  LU182
 4017   0.00000E+00  LU183
 4018   0.00000E+00  LU184
 4019   0.00000E+00  LU185
 4020   0.00000E+00  LU186
 4021   0.00000E+00  LU187
 4022   0.00000E+00  LU188
 4023   0.00000E+00  LU189
 4024   0.00000E+00  LU190
 4025   0.00000E+00  LU191
 4026   0.00000E+00  LU192
 4027   0.00000E+00  LU193
 4028   0.00000E+00  LU194
 4029   0.00000E+00  LU195
 4030   0.00000E+00  LU196
 4031   0.00000E+00  LU197
 4032   0.00000E+00  LU198
 4033   0.00000E+00  LU199
 4034   0.00000E+00  LU200
 4035   0.00000E+00  LU201
 4036   0.00000E+00  LU202
 4037   0.00000E+00  LU203
 4038   0.00000E+00  LU204
 4039   0.00000E+00  LU205
 4040   0.00000E+00  LU206
 4041   0.00000E+00  LU207
 4042   0.00000E+00  LU208
 4043   0.00000E+00  LU209
 4044   0.00000E+00  LU210
 4045   0.00000E+00  LU211
 4046   0.00000E+00  LU212
 4047   0.00000E+00  LU213
 4048   0.00000E+00  LU214
 4049   0.00000E+00  LU215
 4050   0.00000E+00  LU216
 4051   0.00000E+00  LU217
 4052   0.00000E+00  LU218
 4053   0.00000E+00  LU219
 4054   0.00000E+00  LU220
 4055   0.00000E+00  LU221
 4056   0.00000E+00  LU222
 4057   0.00000E+00  LU223
 4058   0.00000E+00  LU224
 4059   0.00000E+00  LU225
 4060   0.00000E+00  LU226
 4061   0.00000E+00  LU227
 4062   0.00000E+00  LU228
 4063   0.00000E+00  LU229
 4064   0.00000E+00  LU230
 4065   0.00000E+00  LU231
 4066   0.00000E+00  LU232
 4067   0.00000E+00  LU233
 4068   0.00000E+00  LU234
 4069   0.00000E+00  LU235
 4070   0.00000E+00  LU236
 4071   0.00000E+00  LU237
 4072   0.00000E+00  HF149
 4073   0.00000E+00  HF150
 4074   0.00000E+00  HF151
 4075   0.00000E+00  HF152
 4076   0.00000E+00  HF153
 4077   0.00000E+00  HF154
 4078   0.00000E+00  HF155
 4079   0.00000E+00  HF156
 4080   0.00000E+00  HF157
 4081   0.00000E+00  HF158
 4082   0.00000E+00  HF159
 4083   0.00000E+00  HF160
 4084   0.00000E+00  HF161
 4085   0.00000E+00  HF162
 4086   0.00000E+00  HF163
 4087   0.00000E+00  HF164
 4088   0.00000E+00  HF165
 4089   0.00000E+00  HF166
 4090   0.00000E+00  HF167
 4091   0.00000E+00  HF168
 4092   0.00000E+00  HF169
 4093   0.00000E+00  HF170
 4094   0.00000E+00  HF171
 4095   0.00000E+00  HF172
 4096   0.00000E+00  HF173
 4097   0.00000E+00  HF174
 4098   0.00000E+00  HF175
 4099   0.00000E+00  HF176
 4100   0.00000E+00  HF177
 4101   0.00000E+00  HF178
 4102   0.00000E+00  HF179
 4103   0.00000E+00  HF180
 4104   0.00000E+00  HF181
 4105   0.00000E+00  HF182
 4106   0.00000E+00  HF183
 4107   0.00000E+00  HF184
 4108   0.00000E+00  HF185
 4109   0.00000E+00  HF186
 4110   0.00000E+00  HF187
 4111   0.00000E+00  HF188
 4112   0.00000E+00  HF189
 4113   0.00000E+00  HF190
 4114   0.00000E+00  HF191
 4115   0.00000E+00  HF192
 4116   0.00000E+00  HF193
 4117   0.00000E+00  HF194
 4118   0.00000E+00  HF195
 4119   0.00000E+00  HF196
 4120   0.00000E+00  HF197
 4121   0.00000E+00  HF198
 4122   0.00000E+00  HF199
 4123   0.00000E+00  HF200
 4124   0.00000E+00  HF201
 4125   0.00000E+00  HF202
 4126   0.00000E+00  HF203
 4127   0.00000E+00  HF204
 4128   0.00000E+00  HF205
 4129   0.00000E+00  HF206
 4130   0.00000E+00  HF207
 4131   0.00000E+00  HF208
 4132   0.00000E+00  HF209
 4133   0.00000E+00  HF210
 4134   0.00000E+00  HF211
 4135   0.00000E+00  HF212
 4136   0.00000E+00  HF213
 4137   0.00000E+00  HF214
 4138   0.00000E+00  HF215
 4139   0.00000E+00  HF216
 4140   0.00000E+00  HF217
 4141   0.00000E+00  HF218
 4142   0.00000E+00  HF219
 4143   0.00000E+00  HF220
 4144   0.00000E+00  HF221
 4145   0.00000E+00  HF222
 4146   0.00000E+00  HF223
 4147   0.00000E+00  HF224
 4148   0.00000E+00  HF225
 4149   0.00000E+00  HF226
 4150   0.00000E+00  HF227
 4151   0.00000E+00  HF228
 4152   0.00000E+00  HF229
 4153   0.00000E+00  HF230
 4154   0.00000E+00  HF231
 4155   0.00000E+00  HF232
 4156   0.00000E+00  HF233
 4157   0.00000E+00  HF234
 4158   0.00000E+00  HF235
 4159   0.00000E+00  HF236
 4160   0.00000E+00  HF237
 4161   0.00000E+00  HF238
 4162   0.00000E+00  HF239
 4163   0.00000E+00  HF240
 4164   0.00000E+00  TA151
 4165   0.00000E+00  TA152
 4166   0.00000E+00  TA153
 4167   0.00000E+00  TA154
 4168   0.00000E+00  TA155
 4169   0.00000E+00  TA156
 4170   0.00000E+00  TA157
 4171   0.00000E+00  TA158
 4172   0.00000E+00  TA159
 4173   0.00000E+00  TA160
 4174   0.00000E+00  TA161
 4175   0.00000E+00  TA162
 4176   0.00000E+00  TA163
 4177   0.00000E+00  TA164
 4178   0.00000E+00  TA165
 4179   0.00000E+00  TA166
 4180   0.00000E+00  TA167
 4181   0.00000E+00  TA168
 4182   0.00000E+00  TA169
 4183   0.00000E+00  TA170
 4184   0.00000E+00  TA171
 4185   0.00000E+00  TA172
 4186   0.00000E+00  TA173
 4187   0.00000E+00  TA174
 4188   0.00000E+00  TA175
 4189   0.00000E+00  TA176
 4190   0.00000E+00  TA177
 4191   0.00000E+00  TA178
 4192   0.00000E+00  TA179
 4193   0.00000E+00  TA180
 4194   0.00000E+00  TA181
 4195   0.00000E+00  TA182
 4196   0.00000E+00  TA183
 4197   0.00000E+00  TA184
 4198   0.00000E+00  TA185
 4199   0.00000E+00  TA186
 4200   0.00000E+00  TA187
 4201   0.00000E+00  TA188
 4202   0.00000E+00  TA189
 4203   0.00000E+00  TA190
 4204   0.00000E+00  TA191
 4205   0.00000E+00  TA192
 4206   0.00000E+00  TA193
 4207   0.00000E+00  TA194
 4208   0.00000E+00  TA195
 4209   0.00000E+00  TA196
 4210   0.00000E+00  TA197
 4211   0.00000E+00  TA198
 4212   0.00000E+00  TA199
 4213   0.00000E+00  TA200
 4214   0.00000E+00  TA201
 4215   0.00000E+00  TA202
 4216   0.00000E+00  TA203
 4217   0.00000E+00  TA204
 4218   0.00000E+00  TA205
 4219   0.00000E+00  TA206
 4220   0.00000E+00  TA207
 4221   0.00000E+00  TA208
 4222   0.00000E+00  TA209
 4223   0.00000E+00  TA210
 4224   0.00000E+00  TA211
 4225   0.00000E+00  TA212
 4226   0.00000E+00  TA213
 4227   0.00000E+00  TA214
 4228   0.00000E+00  TA215
 4229   0.00000E+00  TA216
 4230   0.00000E+00  TA217
 4231   0.00000E+00  TA218
 4232   0.00000E+00  TA219
 4233   0.00000E+00  TA220
 4234   0.00000E+00  TA221
 4235   0.00000E+00  TA222
 4236   0.00000E+00  TA223
 4237   0.00000E+00  TA224
 4238   0.00000E+00  TA225
 4239   0.00000E+00  TA226
 4240   0.00000E+00  TA227
 4241   0.00000E+00  TA228
 4242   0.00000E+00  TA229
 4243   0.00000E+00  TA230
 4244   0.00000E+00  TA231
 4245   0.00000E+00  TA232
 4246   0.00000E+00  TA233
 4247   0.00000E+00  TA234
 4248   0.00000E+00  TA235
 4249   0.00000E+00  TA236
 4250   0.00000E+00  TA237
 4251   0.00000E+00  TA238
 4252   0.00000E+00  TA239
 4253   0.00000E+00  TA240
 4254   0.00000E+00  TA241
 4255   0.00000E+00  TA242
 4256   0.00000E+00  TA243
 4257   0.00000E+00  W 154
 4258   0.00000E+00  W 155
 4259   0.00000E+00  W 156
 4260   0.00000E+00  W 157
 4261   0.00000E+00  W 158
 4262   0.00000E+00  W 159
 4263   0.00000E+00  W 160
 4264   0.00000E+00  W 161
 4265   0.00000E+00  W 162
 4266   0.00000E+00  W 163
 4267   0.00000E+00  W 164
 4268   0.00000E+00  W 165
 4269   0.00000E+00  W 166
 4270   0.00000E+00  W 167
 4271   0.00000E+00  W 168
 4272   0.00000E+00  W 169
 4273   0.00000E+00  W 170
 4274   0.00000E+00  W 171
 4275   0.00000E+00  W 172
 4276   0.00000E+00  W 173
 4277   0.00000E+00  W 174
 4278   0.00000E+00  W 175
 4279   0.00000E+00  W 176
 4280   0.00000E+00  W 177
 4281   0.00000E+00  W 178
 4282   0.00000E+00  W 179
 4283   0.00000E+00  W 180
 4284   0.00000E+00  W 181
 4285   0.00000E+00  W 182
 4286   0.00000E+00  W 183
 4287   0.00000E+00  W 184
 4288   0.00000E+00  W 185
 4289   0.00000E+00  W 186
 4290   0.00000E+00  W 187
 4291   0.00000E+00  W 188
 4292   0.00000E+00  W 189
 4293   0.00000E+00  W 190
 4294   0.00000E+00  W 191
 4295   0.00000E+00  W 192
 4296   0.00000E+00  W 193
 4297   0.00000E+00  W 194
 4298   0.00000E+00  W 195
 4299   0.00000E+00  W 196
 4300   0.00000E+00  W 197
 4301   0.00000E+00  W 198
 4302   0.00000E+00  W 199
 4303   0.00000E+00  W 200
 4304   0.00000E+00  W 201
 4305   0.00000E+00  W 202
 4306   0.00000E+00  W 203
 4307   0.00000E+00  W 204
 4308   0.00000E+00  W 205
 4309   0.00000E+00  W 206
 4310   0.00000E+00  W 207
 4311   0.00000E+00  W 208
 4312   0.00000E+00  W 209
 4313   0.00000E+00  W 210
 4314   0.00000E+00  W 211
 4315   0.00000E+00  W 212
 4316   0.00000E+00  W 213
 4317   0.00000E+00  W 214
 4318   0.00000E+00  W 215
 4319   0.00000E+00  W 216
 4320   0.00000E+00  W 217
 4321   0.00000E+00  W 218
 4322   0.00000E+00  W 219
 4323   0.00000E+00  W 220
 4324   0.00000E+00  W 221
 4325   0.00000E+00  W 222
 4326   0.00000E+00  W 223
 4327   0.00000E+00  W 224
 4328   0.00000E+00  W 225
 4329   0.00000E+00  W 226
 4330   0.00000E+00  W 227
 4331   0.00000E+00  W 228
 4332   0.00000E+00  W 229
 4333   0.00000E+00  W 230
 4334   0.00000E+00  W 231
 4335   0.00000E+00  W 232
 4336   0.00000E+00  W 233
 4337   0.00000E+00  W 234
 4338   0.00000E+00  W 235
 4339   0.00000E+00  W 236
 4340   0.00000E+00  W 237
 4341   0.00000E+00  W 238
 4342   0.00000E+00  W 239
